question,actual_response,predicted_response,actual_answer,predicted_answer,is_correct
"There are 14 caterpillars on the tree. 4 more eggs hatch, and baby caterpillars climb out to munch on the leaves.  8 fat caterpillars leave the tree to cocoon themselves to be butterflies.  How many caterpillars are left on the tree?","With the new babies, there are 14 + 4 = <<14+4=18>>18 caterpillars.
With the big caterpillars leaving, there are 18 - 8 = <<18-8=10>>10 caterpillars on the tree.
#### 10","There are initially 14 caterpillars on the tree. 4 more eggs hatch, so now there are 14 + 4 = 18 caterpillars. 

8 caterpillars leave the tree to cocoon themselves. So, we need to subtract 8 from the total: 18 - 8 = 10.

There are 10 caterpillars left on the tree.",10,10.0,True
"Jill likes to watch shows on her favorite streaming service.  She watched a show that was 30 minutes long, and then watched another show that was 4 times longer.  How many total minutes did she spend watching shows?","Jill watched one show that was 4 times longer than 30 minutes, so it was 4*30=<<4*30=120>>120 minutes long.
Jill also watched another show that was 30 minutes long, so the total time Jill spent was 120+30=<<120+30=150>>150 minutes
#### 150","The first show was 30 minutes long. The second show was 4 times longer, so it's 30 * 4 = 120 minutes long. 

To find the total time Jill spent watching shows, add the two times together: 30 + 120 = 150 minutes.

The answer is 150.",150,150.0,True
"Ahmed has 8 orange trees and four times as many apple trees in his orchard as Hassan. If Hassan has one apple tree and two orange trees, and they both have only apple and orange trees in their orchards, how many more trees are in Ahmed's orchard than in Hassan's?","Ahmed has 4 times as many apple trees as Hassan who has 1 apple tree so Ahmed has 4*1 = <<4*1=4>>4 apple trees
Ahmed has 8 orange trees in addition to the apple trees for a total of 8+4 = <<8+4=12>>12 trees
Hassan has 1+2 = <<1+2=3>>3 trees in his orchard
Ahmed has 12-3 = <<12-3=9>>9 more trees than Hassan
#### 9","To find the number of apple trees Ahmed has, we know Hassan has 1 apple tree. Ahmed has four times as many apple trees as Hassan, so Ahmed has 4 * 1 = 4 apple trees.

To find the number of orange trees Ahmed has, we know Hassan has 2 orange trees. Ahmed has 8 orange trees, so the difference in orange trees between Ahmed and Hassan is 8 - 2 = 6.

To find the total number of trees in Ahmed's orchard, we add the number of apple trees and orange trees: 4 (apple trees) + 8 (orange trees) = 12 trees.

To find the total number of trees in Hassan's orchard, we add the number of apple trees and orange trees: 1 (apple tree) + 2 (orange trees) = 3 trees.

Now, we can find the difference in the number of trees between Ahmed's orchard and Hassan's orchard: 12 (Ahmed's trees) - 3 (Hassan's trees) = 9.

The answer is 9.",9,9.0,True
"A company has a tank that is already filled at a maximum capacity of 350,000 gallons of water. One day the tank starts losing 32,000 gallons/hour for 5 hours, after that time the company repaired the tank but it wasn't enough because the tank was still losing 10,000 gallons/hour. It stayed like that for 10 hours. In the second attempt, they managed to repair the tank and started filling it with 40,000 gallons/hour. After 3 hours, how many gallons are missing for the tank to be at maximum capacity again?","In the first 5 hours the tank losses 32000 gallons/hour x 5 hours = <<32000*5=160000>>160000 gallons
In the next 10 hours the tank losses 10,000 gallons/hour x 10 hours = <<10000*10=100000>>100000 gallons
The total amount of water loss so far is 100000+160000 = <<100000+160000=260000>>260000 gallons
The total amount of water remaining in the tank is 350000-260000 = <<350000-260000=90000>>90000 gallons.
Once repaired, after 3 hours, the tank gains 40000 gallons/hour x 3 hours = <<40000*3=120000>>120000 gallons
The total amount of water in the tank after the tank is filled for 3 hours is 120000+90000 = <<120000+90000=210000>>210000 gallons.
The amount of water missing in the tank for it to be full is 350000-210000 = <<350000-210000=140000>>140000 gallons
#### 140000","To find out how much water is missing, we need to calculate the total amount of water lost and subtract that from the maximum capacity of the tank.

First, let's calculate the water lost during the initial 5 hours:
32,000 gallons/hour * 5 hours = 160,000 gallons

Then, the tank lost water at the rate of 10,000 gallons/hour for 10 hours:
10,000 gallons/hour * 10 hours = 100,000 gallons

Total water lost in the first 15 hours:
160,000 + 100,000 = 260,000 gallons

Now, let's calculate the water added in the last 3 hours:
40,000 gallons/hour * 3 hours = 120,000 gallons

Total water added:
120,000 gallons

Now, let's subtract the total water lost from the maximum capacity and add the total water added:
350,000 - 260,000 + 120,000 = 210,000 gallons

Since the tank needs to be full, we subtract the current amount from the maximum capacity:
350,000 - 210,000 = 140,000 gallons

The answer is 140,000 gallons.",140000,140000.0,True
Markese earned 5 fewer dollars than Evan. Together they earned $37. How many dollars did Markese earn? Use E to represent how many dollars Evan earned.,"E = Evan's earnings
Markese's earnings = E - 5
E + E - 5 = 37
2E = 42
E = <<21=21>>21
Evan made $21 so Markese earned 21 - 5 = <<21-5=16>>16
Markese earned $<<16=16>>16.
#### 16","Let's represent the amount Markese earned as M and the amount Evan earned as E. We know that Markese earned 5 dollars fewer than Evan, so we can write an equation: 

M = E - 5

We also know that together they earned $37, so we can write another equation: 

M + E = 37

Now, we can substitute the first equation into the second equation: 

(E - 5) + E = 37

Combine like terms: 

2E - 5 = 37

Add 5 to both sides: 

2E = 42

Divide by 2: 

E = 21

Now that we know Evan earned $21, we can find Markese's earnings: 

M = E - 5
M = 21 - 5
M = 16

The answer is 16.",16,16.0,True
There are 42 apples in a crate. 12 crates of apples were delivered to a factory. 4 apples were rotten and had to be thrown away. The remaining apples were packed into boxes that could fit 10 apples each. How many boxes of apples were there?,"The total number of apples delivered was 42 × 12 = <<42*12=504>>504.
There are 504 - 4 = <<504-4=500>>500 apples were left remaining.
Finally, there are 500 ÷ 10 = <<500/10=50>>50 boxes of apples.
#### 50","To find out the total number of apples, first, calculate the total number of apples delivered to the factory. There are 12 crates with 42 apples each, so the total is 12 * 42 = 504 apples.

Then, subtract the rotten apples: 504 - 4 = 500 apples.

Now, divide the remaining apples by the number of apples that can fit in each box (10) to find out the number of boxes: 500 / 10 = 50.

So, there were 50 boxes of apples.",50,50.0,True
An online newspaper had listed 100 visitors in October. The number of visitors in November increased by 15%. There were 15 more visitors in December than in November. What is the total number of visitors for these three months?,"There was an increase of 100 x 15/100 = <<100*15/100=15>>15 visitors in November.
So, the number of visitors in November was 100 + 15 = <<100+15=115>>115.
In December, the number of visitors was 115 + 15 = <<115+15=130>>130
Therefore, a total of 100 + 115 + 130 = <<100+115+130=345>>345 visitors listed in these three months.
#### 345","To find the total number of visitors, we need to calculate the number of visitors for each month.

October: 100 visitors
November: 15% increase from October
15% of 100 = 0.15 * 100 = 15
So, November has 100 + 15 = 115 visitors
December: 15 more visitors than in November
December has 115 + 15 = 130 visitors

Now, let's add the visitors for all three months:
100 (October) + 115 (November) + 130 (December) = 345

The total number of visitors for these three months is 345.",345,345.0,True
"Allen ordered five boxes of pizza, which cost $7 each box. He then gave a tip which amounts to 1/7 of the total cost of his order. If he gave the delivery man $100, how much change did he receive?","The total cost of five boxes of pizza is $7 x 5 =$<<7*5=35>>35.
He gave $35 x 1/7 = $<<35*1/7=5>>5 tip to the delivery man.
He spent a total of $35 + $5 = $<<35+5=40>>40 for the pizza and the tip.
The change that he received is $100 - $40 = $<<100-40=60>>60.
#### 60","To find the total cost of the pizzas, multiply the number of boxes by the cost per box: 5 * $7 = $35.

The tip is 1/7 of the total cost: (1/7) * $35 = $5.

The total amount Allen paid (including the tip) is $35 (pizzas) + $5 (tip) = $40.

If he gave the delivery man $100, his change will be $100 - $40 = $60.

The answer is $60.",60,60.0,True
"Five shirts together cost $85. Of the 5 shirts, there are 3 shirts that cost $15 each. If the remaining shirts are each equal in value, what is the cost, in dollars, of one of the remaining shirts?","The first 3 shirts cost 15*3=<<15*3=45>>45 dollars in total.
There are 5-3=<<5-3=2>>2 shirts remaining.
The remaining 2 shirts cost 85-45=<<85-45=40>>40 dollars in total.
One of the remaining shirts costs 40/2=<<40/2=20>>20 dollars.
#### 20","We know that 3 shirts cost $15 each, so the total cost of these 3 shirts is 3 * $15 = $45.

The total cost of all 5 shirts is $85, and the cost of the 3 shirts we know is $45. To find the cost of the remaining 2 shirts, we subtract $45 from $85: $85 - $45 = $40.

Since the remaining 2 shirts are equal in value, we divide the remaining cost by 2: $40 / 2 = $20.

So, the cost of one of the remaining shirts is $20.",20,20.0,True
"The tallest building in the world is 100 feet tall.  If the second tallest is half that tall, and the third tallest is half as tall as the second, and the fourth is one-fifth as tall as the third, how tall are all 4 buildings put together?","If the second tallest building is half as tall as the first one's height of 100 feet, it is 100/2= <<100/2=50>>50 feet tall.
If the third tallest building is half as tall as the second one's height of 50 feet, it is 50/2= <<50/2=25>>25 feet tall.
If the fourth building is one-fifth as tall as the third one, it is 25/5= <<25/5=5>>5 feet tall.
Therefore, all four buildings put together would be 100+50+25+5= <<100+50+25+5=180>>180 feet tall.
#### 180","To find the total height, we need to calculate the height of each building and add them together.

The tallest building is 100 feet.
The second tallest is half of 100, which is 100 / 2 = 50 feet.
The third tallest is half of 50, which is 50 / 2 = 25 feet.
The fourth tallest is one-fifth of 25, which is 25 / 5 = 5 feet.

Now, let's add the heights together: 
100 + 50 + 25 + 5 = 180 feet.

The answer is 180 feet.",180,180.0,True
"Nate went out to do his daily exercises. In 8 seconds, he ran a distance equal to four times the length of a football field. He rested for a while, then ran 500 more meters. If the field's length is 168 meters, how far did Nate ran?","In the 8 seconds, Nate ran 4*168 = 672 meters.
The total distance Nate ran is 672+500 = <<672+500=1172>>1172 meters.
#### 1172","First, we need to find out how far Nate ran in 8 seconds. Since he ran four times the length of a football field, and the field's length is 168 meters, the distance Nate ran is 4 * 168 = 672 meters.

Then, Nate ran an additional 500 meters. To find the total distance Nate ran, we need to add 672 and 500.

672 + 500 = 1172 meters.

So, Nate ran a total of 1172 meters.",1172,1172.0,True
Tom broke his leg and needed to go to the doctor.  The visit cost $300 and the cast cost $200.  If insurance covered 60% how much was Tom's out-of-pocket cost?,"The cost was 300+200=$<<300+200=500>>500
So insurance paid for 500*.6=$<<500*.6=300>>300
That means he had to pay 500-300=$<<500-300=200>>200 out of pocket
#### 200","First, we need to calculate the total cost. The visit cost $300 and the cast cost $200, so the total cost is 300 + 200 = $500.

Insurance covered 60% of the total cost. To find 60% of the total cost, we multiply 500 by 0.60 (which is the same as 60%).
500 * 0.60 = 300

This means insurance covered $300 of the cost. Now, we need to find the amount Tom had to pay out-of-pocket. 

To do that, we subtract the amount insurance covered from the total cost.
$500 - $300 = $200

So, Tom's out-of-pocket cost is $200.",200,200.0,True
